class,concept,relation,relation_direction,weight
weasel,carnivore,IsA,class -> concept,1.0
weasel,mustelidae,IsA,class -> concept,1.0
weasel,box,AtLocation,class -> concept,1.0
weasel,mammal,RelatedTo,class -> concept,1.0
weasel,trap,AtLocation,class -> concept,1.0
weasel,stoat,IsA,concept -> class,1.0
weasel,muishond,RelatedTo,concept -> class,1.0
weasel,ferret,RelatedTo,class -> concept,1.0
weasel,france,AtLocation,class -> concept,1.0
weasel,garden,AtLocation,class -> concept,1.0
weasel,ferret,RelatedTo,concept -> class,1.0
weasel,polecat,RelatedTo,concept -> class,1.0
weasel,river,AtLocation,class -> concept,1.0
weasel,ermine,RelatedTo,concept -> class,1.0
weasel,sable,RelatedTo,concept -> class,1.0
weasel,ferret,genus,concept -> class,0.5
weasel,mammal,IsA,class -> concept,0.5
weasel,stoat,genus,concept -> class,0.5
weasel,mole,RelatedTo,concept -> class,0.3780000000000001
mink,fur,RelatedTo,class -> concept,3.120897306865447
mink,coat,RelatedTo,class -> concept,2.322068043791999
mink,fur,IsA,class -> concept,2.0
mink,animal,RelatedTo,class -> concept,1.3330000000000002
mink,fur,RelatedTo,class -> concept,1.0
mink,scotland,HasContext,class -> concept,1.0
mink,genus,RelatedTo,class -> concept,1.0
mink,slang,HasContext,class -> concept,1.0
mink,polecat,RelatedTo,class -> concept,1.0
mink,marten,RelatedTo,concept -> class,1.0
mink,species,RelatedTo,class -> concept,1.0
mink,europe,RelatedTo,class -> concept,1.0
mink,fur farm,RelatedTo,concept -> class,1.0
mink,pejorative,HasContext,class -> concept,1.0
mink,mustelid,RelatedTo,concept -> class,1.0
mink,animal,IsA,class -> concept,1.0
mink,mustelinae,RelatedTo,class -> concept,1.0
mink,mammal,RelatedTo,class -> concept,1.0
mink,mustelidae,IsA,class -> concept,1.0
mink,mammal,IsA,class -> concept,0.5
mink,person,IsA,class -> concept,0.5
mink,small,RelatedTo,class -> concept,0.2599999999999998
mink,fur,RelatedTo,concept -> class,0.238
mink,stole,RelatedTo,concept -> class,0.173
mink,shawl,RelatedTo,class -> concept,0.1549999999999998
otter,fur,IsA,class -> concept,2.0
otter,secow,RelatedTo,concept -> class,1.0
otter,mammal,RelatedTo,class -> concept,1.0
otter,marten,RelatedTo,concept -> class,1.0
otter,river,RelatedTo,class -> concept,1.0
otter,hairy,RelatedTo,class -> concept,1.0
otter,bear,RelatedTo,class -> concept,1.0
otter,mustelidae,IsA,class -> concept,1.0
otter,musk,RelatedTo,concept -> class,1.0
otter,carnivore,IsA,class -> concept,1.0
otter,physique,RelatedTo,class -> concept,1.0
otter,polecat,RelatedTo,class -> concept,1.0
otter,mustelidae,RelatedTo,class -> concept,1.0
otter,terrier,RelatedTo,concept -> class,1.0
otter,slender,RelatedTo,class -> concept,1.0
otter,marine,RelatedTo,class -> concept,1.0
otter,mammal,IsA,class -> concept,1.0
otter,mustelid,RelatedTo,concept -> class,1.0
otter,animal,RelatedTo,class -> concept,0.7090000000000001
otter,mammal,RelatedTo,class -> concept,0.665
otter,mammal,IsA,class -> concept,0.5
otter,water,RelatedTo,class -> concept,0.355
otter,sea,RelatedTo,class -> concept,0.2490000000000001
otter,river,RelatedTo,class -> concept,0.209
otter,small,RelatedTo,class -> concept,0.1499999999999999
otter,turn,RelatedTo,class -> concept,0.1299999999999999
skunk,animal,RelatedTo,class -> concept,2.5791471458604294
skunk,rotter,Synonym,class -> concept,2.0
skunk,shutout,Synonym,class -> concept,2.0
skunk,polecat,Synonym,concept -> class,2.0
skunk,wood pussy,Synonym,concept -> class,2.0
skunk,mephitis,RelatedTo,class -> concept,1.0
skunk,slang,HasContext,class -> concept,1.0
skunk,polecat,RelatedTo,class -> concept,1.0
skunk,slang,HasContext,class -> concept,1.0
skunk,punk,DerivedFrom,class -> concept,1.0
skunk,shutout,RelatedTo,class -> concept,1.0
skunk,punk,RelatedTo,class -> concept,1.0
skunk,spray,CapableOf,class -> concept,1.0
skunk,mammal,RelatedTo,class -> concept,1.0
skunk,cribbage,HasContext,class -> concept,1.0
skunk,skinhead,RelatedTo,class -> concept,1.0
skunk,mephitis,RelatedTo,concept -> class,1.0
skunk,skinhead,DerivedFrom,class -> concept,1.0
skunk,native,RelatedTo,class -> concept,1.0
skunk,cribbage,HasContext,class -> concept,1.0
skunk,beer,HasContext,class -> concept,1.0
skunk,mustelidae,IsA,class -> concept,1.0
skunk,wood pussy,RelatedTo,concept -> class,1.0
skunk,polecat,RelatedTo,concept -> class,1.0
skunk,squirrel,RelatedTo,concept -> class,0.6259999999999999
skunk,mammal,IsA,class -> concept,0.5
skunk,rodent,RelatedTo,class -> concept,0.3490000000000002
skunk,wild,RelatedTo,class -> concept,0.3239999999999998
skunk,cat,RelatedTo,class -> concept,0.262
skunk,mammal,RelatedTo,class -> concept,0.2149999999999998
badger,wisconsin,RelatedTo,class -> concept,2.0
badger,mammal,IsA,class -> concept,2.0
badger,tease,Synonym,class -> concept,2.0
badger,pester,Synonym,concept -> class,2.0
badger,persuade,MannerOf,class -> concept,2.0
badger,england,RelatedTo,class -> concept,1.0
badger,harry,RelatedTo,concept -> class,1.0
badger,animal,IsA,class -> concept,1.0
badger,mammal,RelatedTo,class -> concept,1.0
badger,mustelidae,RelatedTo,class -> concept,1.0
badger,cete,RelatedTo,class -> concept,1.0
badger,annoy,Synonym,concept -> class,1.0
badger,village,RelatedTo,class -> concept,1.0
badger,british,HasContext,class -> concept,1.0
badger,annoy,RelatedTo,class -> concept,1.0
badger,meline,RelatedTo,class -> concept,1.0
badger,meline,RelatedTo,concept -> class,1.0
badger,sett,AtLocation,class -> concept,1.0
badger,mustelid,RelatedTo,concept -> class,1.0
badger,sett,RelatedTo,concept -> class,1.0
badger,harry,Synonym,concept -> class,1.0
badger,mammal,IsA,class -> concept,1.0
badger,set,RelatedTo,concept -> class,1.0
badger,pester,RelatedTo,class -> concept,1.0
badger,pester,RelatedTo,class -> concept,1.0
badger,tease,RelatedTo,class -> concept,1.0
badger,sett,RelatedTo,class -> concept,1.0
badger,cete,PartOf,class -> concept,1.0
badger,marten,RelatedTo,concept -> class,1.0
badger,native,RelatedTo,class -> concept,1.0
badger,annoy,RelatedTo,class -> concept,1.0
badger,mammal,IsA,class -> concept,0.5
badger,mole,RelatedTo,concept -> class,0.1989999999999998
armadillo,mammal,IsA,class -> concept,2.0
armadillo,peba,IsA,concept -> class,2.0
armadillo,edentate,IsA,class -> concept,2.0
armadillo,apar,IsA,concept -> class,2.0
armadillo,peludo,IsA,concept -> class,2.0
armadillo,tatouay,IsA,concept -> class,2.0
armadillo,pichiciago,IsA,concept -> class,2.0
armadillo,tatouay,RelatedTo,concept -> class,1.0
armadillo,peludo,RelatedTo,concept -> class,1.0
armadillo,burrow,RelatedTo,class -> concept,1.0
armadillo,edentate,RelatedTo,concept -> class,1.0
armadillo,shell,RelatedTo,concept -> class,1.0
armadillo,scute,RelatedTo,class -> concept,1.0
armadillo,peba,RelatedTo,concept -> class,1.0
armadillo,animal,RelatedTo,class -> concept,0.9210000000000004
armadillo,mammal,IsA,class -> concept,0.5
armadillo,book,IsA,class -> concept,0.5
armadillo,rodent,RelatedTo,class -> concept,0.2999999999999998
armadillo,road,RelatedTo,class -> concept,0.2400000000000002
armadillo,hedgehog,RelatedTo,class -> concept,0.1800000000000001
armadillo,rat,RelatedTo,class -> concept,0.1789999999999998
armadillo,mammal,RelatedTo,class -> concept,0.1339999999999999
armadillo,shell,RelatedTo,class -> concept,0.1339999999999999
armadillo,small,RelatedTo,class -> concept,0.1339999999999999
orangutan,orang,Synonym,concept -> class,2.0
orangutan,animal,IsA,class -> concept,1.0
orangutan,shaggy,RelatedTo,class -> concept,1.0
orangutan,ape,PartOf,class -> concept,1.0
orangutan,hominid,IsA,class -> concept,1.0
orangutan,sumatra,RelatedTo,class -> concept,1.0
orangutan,hominid,RelatedTo,concept -> class,1.0
orangutan,coat,RelatedTo,class -> concept,1.0
orangutan,orang,RelatedTo,concept -> class,1.0
orangutan,tail,RelatedTo,class -> concept,1.0
orangutan,ape,RelatedTo,class -> concept,1.0
orangutan,pongo,RelatedTo,class -> concept,1.0
orangutan,animal,IsA,class -> concept,1.0
orangutan,mammal,IsA,class -> concept,0.5
orangutan,monkey,RelatedTo,concept -> class,0.1019999999999998
gorilla,ape,IsA,class -> concept,5.291502622129181
gorilla,silverback,IsA,concept -> class,2.0
gorilla,ape,RelatedTo,class -> concept,1.9610000000000003
gorilla,monkey,RelatedTo,class -> concept,1.206
gorilla,animal,IsA,class -> concept,1.0
gorilla,hominid,RelatedTo,concept -> class,1.0
gorilla,thug,RelatedTo,class -> concept,1.0
gorilla,pongo,Synonym,concept -> class,1.0
gorilla,ape,PartOf,class -> concept,1.0
gorilla,africa,RelatedTo,class -> concept,1.0
gorilla,gorillian,DerivedFrom,concept -> class,1.0
gorilla,gorilloid,DerivedFrom,concept -> class,1.0
gorilla,silverback,RelatedTo,concept -> class,1.0
gorilla,ape,RelatedTo,class -> concept,1.0
gorilla,hominid,IsA,class -> concept,1.0
gorilla,use puppet,CapableOf,class -> concept,1.0
gorilla,animal,IsA,class -> concept,1.0
gorilla,gorilloid,RelatedTo,concept -> class,1.0
gorilla,large,RelatedTo,class -> concept,0.6429999999999998
gorilla,mammal,IsA,class -> concept,0.5
gorilla,ape,RelatedTo,concept -> class,0.439
gorilla,fur,RelatedTo,class -> concept,0.3970000000000002
gorilla,animal,RelatedTo,class -> concept,0.387
gorilla,jungle,RelatedTo,class -> concept,0.302
gorilla,commercial,RelatedTo,class -> concept,0.149
gorilla,monkey,RelatedTo,concept -> class,0.1400000000000001
chimpanzee,ape,IsA,class -> concept,2.0
chimpanzee,chuman,DerivedFrom,concept -> class,1.0
chimpanzee,animal,IsA,class -> concept,1.0
chimpanzee,animal,IsA,class -> concept,1.0
chimpanzee,hominid,IsA,class -> concept,1.0
chimpanzee,pan,RelatedTo,class -> concept,1.0
chimpanzee,zoo,AtLocation,class -> concept,1.0
chimpanzee,bonobo,IsA,concept -> class,1.0
chimpanzee,human,RelatedTo,class -> concept,1.0
chimpanzee,chuman,RelatedTo,concept -> class,1.0
chimpanzee,chimpkind,RelatedTo,concept -> class,1.0
chimpanzee,humanzee,DerivedFrom,concept -> class,1.0
chimpanzee,chimpanese,DerivedFrom,concept -> class,1.0
chimpanzee,hominid,RelatedTo,concept -> class,1.0
chimpanzee,silverback,RelatedTo,concept -> class,1.0
chimpanzee,chimpanese,DerivedFrom,concept -> class,1.0
chimpanzee,africa,RelatedTo,class -> concept,1.0
chimpanzee,humanzee,RelatedTo,concept -> class,1.0
chimpanzee,chimpkind,PartOf,class -> concept,1.0
chimpanzee,ape,PartOf,class -> concept,1.0
chimpanzee,animal,RelatedTo,class -> concept,0.5
chimpanzee,mammal,IsA,class -> concept,0.5
chimpanzee,bonobo,genus,concept -> class,0.5
chimpanzee,monkey,RelatedTo,concept -> class,0.2179999999999999
gibbon,ape,PartOf,class -> concept,1.0
gibbon,ungkputi,RelatedTo,concept -> class,1.0
gibbon,ape,RelatedTo,class -> concept,1.0
gibbon,rainforest,RelatedTo,class -> concept,1.0
gibbon,nomascus,IsA,concept -> class,1.0
gibbon,travel,RelatedTo,class -> concept,1.0
gibbon,hoolock,RelatedTo,concept -> class,1.0
gibbon,ungka,RelatedTo,concept -> class,1.0
gibbon,wou wou,RelatedTo,concept -> class,1.0
gibbon,mammal,IsA,class -> concept,0.5
siamang,sumatra,RelatedTo,class -> concept,1.0
siamang,ungka,RelatedTo,concept -> class,1.0
siamang,mammal,IsA,class -> concept,0.5
guenon,vervet,IsA,concept -> class,2.0
guenon,grivet,IsA,concept -> class,2.0
guenon,talapoin,IsA,concept -> class,2.0
guenon,genus,RelatedTo,class -> concept,1.0
guenon,dianmonkey,genus,concept -> class,0.5
guenon,lesula,genus,concept -> class,0.5
guenon,mammal,IsA,class -> concept,0.5
baboon,mandrill,IsA,concept -> class,2.0
baboon,drill,IsA,concept -> class,2.0
baboon,chacma,IsA,concept -> class,2.0
baboon,animal,IsA,class -> concept,1.0
baboon,tail,RelatedTo,class -> concept,1.0
baboon,mandrill,RelatedTo,class -> concept,1.0
baboon,pouch,RelatedTo,class -> concept,1.0
baboon,chacma,RelatedTo,class -> concept,1.0
baboon,chacma,RelatedTo,concept -> class,1.0
baboon,sphinx,RelatedTo,concept -> class,1.0
baboon,mammal,IsA,class -> concept,1.0
baboon,drill,RelatedTo,class -> concept,1.0
baboon,huboon,DerivedFrom,concept -> class,1.0
baboon,monkey,IsA,class -> concept,1.0
baboon,monkey,IsA,class -> concept,1.0
baboon,mammal,IsA,class -> concept,0.5
baboon,monkey,RelatedTo,concept -> class,0.1699999999999999
macaque,rhesus,IsA,concept -> class,2.0
macaque,ape,DerivedFrom,class -> concept,1.0
macaque,monkey,RelatedTo,class -> concept,1.0
macaque,rhesus,RelatedTo,concept -> class,1.0
macaque,monkey,IsA,class -> concept,1.0
macaque,macaca,RelatedTo,class -> concept,1.0
macaque,zati,RelatedTo,concept -> class,1.0
macaque,macaco,RelatedTo,concept -> class,1.0
macaque,mammal,IsA,class -> concept,0.5
macaque,macaco,EtymologicallyRelatedTo,concept -> class,0.25
langur,entellus,IsA,concept -> class,2.0
langur,colobinae,RelatedTo,class -> concept,1.0
langur,hoolock,RelatedTo,class -> concept,1.0
langur,simias,RelatedTo,class -> concept,1.0
langur,old world,RelatedTo,class -> concept,1.0
langur,wanderoo,RelatedTo,concept -> class,1.0
langur,surili,RelatedTo,concept -> class,1.0
langur,lutung,RelatedTo,class -> concept,1.0
langur,presbytis,RelatedTo,class -> concept,1.0
langur,hoolock,Synonym,concept -> class,1.0
langur,surili,RelatedTo,class -> concept,1.0
marmoset,rainforest,AtLocation,class -> concept,4.47213595499958
marmoset,wilderness,AtLocation,class -> concept,2.82842712474619
marmoset,burrow,AtLocation,class -> concept,2.82842712474619
marmoset,cage,AtLocation,class -> concept,2.0
marmoset,wild,AtLocation,class -> concept,2.0
marmoset,woods,AtLocation,class -> concept,2.0
marmoset,france,AtLocation,class -> concept,2.0
marmoset,tamarin,IsA,concept -> class,2.0
marmoset,venezuela,AtLocation,class -> concept,1.0
marmoset,colorado,AtLocation,class -> concept,1.0
marmoset,oustiti,RelatedTo,concept -> class,1.0
marmoset,pair,AtLocation,class -> concept,1.0
marmoset,monkey,RelatedTo,class -> concept,1.0
marmoset,tropics,AtLocation,class -> concept,1.0
marmoset,water,AtLocation,class -> concept,1.0
marmoset,animal,IsA,class -> concept,1.0
marmoset,box,AtLocation,class -> concept,1.0
marmoset,outdoors,AtLocation,class -> concept,1.0
marmoset,field,AtLocation,class -> concept,1.0
marmoset,book,AtLocation,class -> concept,1.0
indri,lemur,IsA,class -> concept,2.0
indri,babakoto,Synonym,concept -> class,1.0
indri,babakoto,RelatedTo,concept -> class,1.0
indri,lemur,RelatedTo,class -> concept,1.0
indri,babakoto,Synonym,class -> concept,1.0
eel,water,AtLocation,class -> concept,2.82842712474619
eel,conger,IsA,concept -> class,2.0
eel,elver,IsA,concept -> class,2.0
eel,moray,IsA,concept -> class,2.0
eel,tuna,IsA,concept -> class,2.0
eel,fish,IsA,class -> concept,2.0
eel,elver,IsA,concept -> class,2.0
eel,fish,IsA,class -> concept,1.5
eel,elver,RelatedTo,concept -> class,1.0
eel,fish,IsA,class -> concept,1.0
eel,fish,IsA,class -> concept,1.0
eel,conger,RelatedTo,concept -> class,1.0
eel,moray,RelatedTo,concept -> class,1.0
eel,bab,RelatedTo,concept -> class,1.0
eel,elver,RelatedTo,class -> concept,1.0
eel,amphiuma,DerivedFrom,concept -> class,1.0
eel,fish,IsA,class -> concept,1.0
eel,animal,IsA,class -> concept,1.0
eel,bab,RelatedTo,concept -> class,1.0
eel,meat,IsA,class -> concept,1.0
eel,snake,RelatedTo,class -> concept,1.0
eel,fish,RelatedTo,class -> concept,1.0
eel,fish,RelatedTo,class -> concept,1.0
eel,fish,RelatedTo,class -> concept,0.6080000000000001
eel,snake,RelatedTo,class -> concept,0.3700000000000001
eel,animal,RelatedTo,class -> concept,0.2530000000000001
eel,sea,RelatedTo,class -> concept,0.2530000000000001
eel,elver,EtymologicallyRelatedTo,concept -> class,0.25
eel,long,RelatedTo,class -> concept,0.1019999999999998
eel,water,RelatedTo,class -> concept,0.1019999999999998
clownfish,amphiprion,RelatedTo,class -> concept,1.0
clownfish,clown,DerivedFrom,class -> concept,1.0
clownfish,clown,DerivedFrom,class -> concept,1.0
clownfish,fish,DerivedFrom,class -> concept,1.0
clownfish,colorful,RelatedTo,class -> concept,1.0
clownfish,fish,RelatedTo,class -> concept,1.0
clownfish,premnas,RelatedTo,class -> concept,1.0
clownfish,seanemone,RelatedTo,class -> concept,1.0
sturgeon,beluga,IsA,concept -> class,2.0
sturgeon,ganoid,IsA,class -> concept,2.0
sturgeon,sterlet,RelatedTo,concept -> class,1.0
sturgeon,caviar,RelatedTo,class -> concept,1.0
sturgeon,huso,RelatedTo,concept -> class,1.0
sturgeon,eurasia,RelatedTo,class -> concept,1.0
sturgeon,sturionian,RelatedTo,concept -> class,1.0
sturgeon,marine,RelatedTo,class -> concept,1.0
sturgeon,fish,IsA,class -> concept,1.0
sturgeon,kalugfish,IsA,concept -> class,1.0
sturgeon,ganoid,RelatedTo,concept -> class,1.0
sturgeon,caviar,RelatedTo,concept -> class,1.0
sturgeon,fish,RelatedTo,class -> concept,1.0
sturgeon,accipenser,RelatedTo,concept -> class,1.0
sturgeon,isinglass,RelatedTo,class -> concept,1.0
sturgeon,huso,IsA,concept -> class,1.0
sturgeon,isinglass,RelatedTo,concept -> class,1.0
sturgeon,fish,IsA,class -> concept,0.5
lionfish,scorpaenid,IsA,class -> concept,2.0
lionfish,fish,DerivedFrom,class -> concept,1.0
lionfish,turkeyfish,RelatedTo,concept -> class,1.0
lionfish,family,RelatedTo,class -> concept,1.0
lionfish,fish,RelatedTo,class -> concept,1.0
lionfish,venomous,RelatedTo,class -> concept,1.0
pufferfish,blowfish,Synonym,class -> concept,2.0
pufferfish,blowfish,RelatedTo,class -> concept,2.0
pufferfish,puffer,Synonym,class -> concept,2.0
pufferfish,swellfish,RelatedTo,class -> concept,1.0
pufferfish,toadfish,RelatedTo,class -> concept,1.0
pufferfish,blaasop,RelatedTo,concept -> class,1.0
pufferfish,fugu,RelatedTo,class -> concept,1.0
pufferfish,fish,RelatedTo,class -> concept,1.0
pufferfish,fugu,Synonym,class -> concept,1.0
pufferfish,toadies,RelatedTo,class -> concept,1.0
pufferfish,puffer,DerivedFrom,class -> concept,1.0
pufferfish,species,RelatedTo,class -> concept,1.0
pufferfish,swellfish,RelatedTo,concept -> class,1.0
pufferfish,inflate,RelatedTo,class -> concept,1.0
pufferfish,tetraodon,RelatedTo,concept -> class,1.0
pufferfish,family,RelatedTo,class -> concept,1.0
pufferfish,fish,DerivedFrom,class -> concept,1.0
pufferfish,threaten,RelatedTo,class -> concept,1.0
pufferfish,blowfish,Synonym,concept -> class,1.0
abacus,calculator,IsA,class -> concept,2.0
abacus,tablet,IsA,class -> concept,2.0
abacus,perforated,RelatedTo,class -> concept,1.0
abacus,abaci,FormOf,concept -> class,1.0
abacus,sideboard,RelatedTo,class -> concept,1.0
abacus,bell,RelatedTo,concept -> class,1.0
abacus,abacist,RelatedTo,class -> concept,1.0
abacus,sliding,RelatedTo,class -> concept,1.0
abacus,abacist,DerivedFrom,concept -> class,1.0
abacus,column,RelatedTo,class -> concept,1.0
abacus,abaci,RelatedTo,concept -> class,1.0
abacus,abaci,FormOf,concept -> class,1.0
abacus,suanpan,RelatedTo,concept -> class,1.0
abacus,buffet,RelatedTo,class -> concept,1.0
abacus,coussinet,RelatedTo,concept -> class,1.0
abacus,abacist,RelatedTo,concept -> class,1.0
abacus,soroban,RelatedTo,concept -> class,1.0
abaya,robe,IsA,class -> concept,2.0
abaya,arabic,HasContext,class -> concept,2.0
abaya,abeyya,FormOf,concept -> class,1.0
accordion,make music,UsedFor,class -> concept,3.4641016151377544
accordion,instrument,IsA,class -> concept,2.82842712474619
accordion,polkmusic,UsedFor,class -> concept,2.82842712474619
accordion,fun,UsedFor,class -> concept,1.0
accordion,bellows,RelatedTo,class -> concept,1.0
accordion,concertina,RelatedTo,concept -> class,1.0
accordion,reed,RelatedTo,class -> concept,1.0
accordion,sfrancisco,AtLocation,class -> concept,1.0
accordion,bellows,RelatedTo,concept -> class,1.0
accordion,squeezebox,Synonym,class -> concept,1.0
accordion,tone,RelatedTo,class -> concept,1.0
accordion,concertina,RelatedTo,class -> concept,1.0
accordion,bandoneon,RelatedTo,concept -> class,1.0
accordion,bandoneon,RelatedTo,class -> concept,1.0
accordion,gui,HasContext,class -> concept,1.0
accordion,band,AtLocation,class -> concept,1.0
accordion,concertina,RelatedTo,concept -> class,1.0
accordion,music,UsedFor,class -> concept,1.0
accordion,instrument,RelatedTo,class -> concept,0.6269999999999998
accordion,musical,RelatedTo,class -> concept,0.1659999999999999
accordion,hand,RelatedTo,class -> concept,0.1480000000000001
airliner,airbus,IsA,concept -> class,2.0
airliner,airplane,IsA,class -> concept,2.0
airliner,galley,PartOf,concept -> class,2.0
airliner,plane seat,PartOf,concept -> class,2.0
airliner,airbus,RelatedTo,concept -> class,1.0
airliner,propliner,RelatedTo,concept -> class,1.0
airliner,jet,RelatedTo,class -> concept,1.0
airliner,air,RelatedTo,class -> concept,1.0
airliner,liner,RelatedTo,concept -> class,1.0
airliner,liner,DerivedFrom,class -> concept,1.0
airliner,jetliner,RelatedTo,class -> concept,1.0
airliner,liner,RelatedTo,class -> concept,1.0
airliner,airplane,RelatedTo,class -> concept,1.0
airliner,jetliner,DerivedFrom,concept -> class,1.0
airliner,airplane,IsA,class -> concept,1.0
airliner,passenger,RelatedTo,class -> concept,1.0
airliner,air,DerivedFrom,class -> concept,1.0
airliner,propliner,DerivedFrom,concept -> class,1.0
airliner,twa,RelatedTo,concept -> class,1.0
airliner,jetliner,RelatedTo,concept -> class,1.0
airliner,airbus,product,concept -> class,0.5
airship,dirigible,Synonym,concept -> class,2.0
airship,blimp,IsA,concept -> class,2.0
airship,zeppelin,RelatedTo,class -> concept,1.201
airship,air,RelatedTo,class -> concept,1.0
airship,airdock,RelatedTo,concept -> class,1.0
airship,zeppelin,IsA,concept -> class,1.0
airship,zeppelin,IsA,concept -> class,1.0
airship,blimp,IsA,concept -> class,1.0
airship,dirigible,RelatedTo,concept -> class,1.0
airship,zeppelin,RelatedTo,concept -> class,1.0
airship,blimp,RelatedTo,class -> concept,1.0
airship,aerostat,RelatedTo,concept -> class,1.0
airship,steer,RelatedTo,class -> concept,1.0
airship,zeppelin,RelatedTo,concept -> class,1.0
airship,blimp,RelatedTo,concept -> class,1.0
airship,blimp,RelatedTo,concept -> class,1.0
airship,ship,DerivedFrom,class -> concept,1.0
airship,ship,RelatedTo,concept -> class,1.0
airship,air,DerivedFrom,class -> concept,1.0
airship,dirigible,RelatedTo,class -> concept,1.0
airship,dirigible,RelatedTo,concept -> class,1.0
altar,table,IsA,class -> concept,2.0
altar,structure,IsA,class -> concept,2.0
altar,sanctuary,AtLocation,class -> concept,2.0
altar,temple,AtLocation,class -> concept,2.0
altar,piscina,RelatedTo,concept -> class,1.0
altar,table,RelatedTo,class -> concept,1.0
altar,worship,RelatedTo,class -> concept,1.0
altar,sacred,HasProperty,class -> concept,1.0
altar,worship,UsedFor,class -> concept,1.0
altar,dais,RelatedTo,concept -> class,1.0
altar,structure,RelatedTo,class -> concept,1.0
altar,thabilitho,RelatedTo,concept -> class,1.0
altar,sanctuary,RelatedTo,concept -> class,1.0
altar,pray,UsedFor,class -> concept,1.0
altar,apse,RelatedTo,concept -> class,1.0
altar,top,RelatedTo,class -> concept,1.0
altar,ara,RelatedTo,concept -> class,1.0
altar,sanctuary,RelatedTo,class -> concept,1.0
altar,flat,RelatedTo,class -> concept,1.0
altar,religious,RelatedTo,class -> concept,1.0
altar,cross,RelatedTo,concept -> class,0.2059999999999999
ambulance,hospital,RelatedTo,class -> concept,2.0
ambulance,drive,UsedFor,class -> concept,2.0
ambulance,patient,RelatedTo,class -> concept,2.0
ambulance,transport,UsedFor,class -> concept,2.0
ambulance,injury,Causes,class -> concept,2.0
ambulance,rush,UsedFor,class -> concept,2.0
ambulance,vanbulance,RelatedTo,concept -> class,1.0
ambulance,cabulance,DerivedFrom,concept -> class,1.0
ambulance,bus,RelatedTo,concept -> class,1.0
ambulance,vehicle,RelatedTo,class -> concept,1.0
ambulance,hospital,RelatedTo,class -> concept,1.0
ambulance,vanbulance,DerivedFrom,concept -> class,1.0
ambulance,military,HasContext,class -> concept,1.0
ambulance,cabulance,RelatedTo,concept -> class,1.0
ambulance,tourniquet,AtLocation,concept -> class,1.0
ambulance,vehicle,RelatedTo,class -> concept,0.6200000000000001
ambulance,medical,RelatedTo,class -> concept,0.1379999999999999
ambulance,hospital,RelatedTo,class -> concept,0.137
apiary,beehive,PartOf,concept -> class,2.0
apiary,shed,IsA,class -> concept,2.0
apiary,apiarian,RelatedTo,class -> concept,1.0
apiary,beehive,IsA,concept -> class,1.0
apiary,beehouse,RelatedTo,concept -> class,1.0
apiary,hive,RelatedTo,concept -> class,1.0
apiary,apiaries,FormOf,concept -> class,1.0
apiary,hive,RelatedTo,class -> concept,1.0
apiary,apiaries,RelatedTo,concept -> class,1.0
apiary,apiculture,RelatedTo,concept -> class,1.0
apiary,apiculture,RelatedTo,class -> concept,1.0
apiary,beehive,RelatedTo,concept -> class,1.0
apiary,apiarian,DerivedFrom,concept -> class,1.0
apiary,apiarian,EtymologicallyRelatedTo,concept -> class,0.25
apron,golf,HasContext,class -> concept,2.0
apron,fairway,PartOf,class -> concept,2.0
apron,airfield,PartOf,class -> concept,2.0
apron,proscenium,Synonym,class -> concept,2.0
apron,bib,PartOf,concept -> class,2.0
apron,pinafore,Synonym,class -> concept,1.0
apron,vent,RelatedTo,class -> concept,1.0
apron,bishop,RelatedTo,class -> concept,1.0
apron,airport,RelatedTo,class -> concept,1.0
apron,pinafore,RelatedTo,concept -> class,1.0
apron,canopy,RelatedTo,class -> concept,1.0
apron,cap,RelatedTo,class -> concept,1.0
apron,lead,RelatedTo,class -> concept,1.0
apron,yellow,RelatedTo,class -> concept,1.0
apron,bib,RelatedTo,concept -> class,1.0
apron,bow,RelatedTo,concept -> class,1.0
apron,dry,RelatedTo,class -> concept,1.0
apron,clothing,RelatedTo,class -> concept,1.0
apron,pinball,HasContext,class -> concept,1.0
apron,butcher,RelatedTo,concept -> class,0.419
backpack,notebook,AtLocation,concept -> class,4.47213595499958
backpack,pens,AtLocation,concept -> class,4.0
backpack,compass,AtLocation,concept -> class,4.0
backpack,book,AtLocation,concept -> class,2.82842712474619
backpack,knapsack,Synonym,concept -> class,2.82842712474619
backpack,pencil,AtLocation,concept -> class,2.82842712474619
backpack,sport,HasContext,class -> concept,2.0
backpack,bag,IsA,class -> concept,2.0
backpack,food,AtLocation,concept -> class,2.0
backpack,rucksack,Synonym,concept -> class,2.0
backpack,knapsack,Synonym,concept -> class,2.0
backpack,haversack,Synonym,concept -> class,2.0
backpack,pack,Synonym,concept -> class,2.0
backpack,rucksack,Synonym,concept -> class,2.0
backpack,rucksack,Synonym,class -> concept,2.0
backpack,packsack,Synonym,concept -> class,2.0
backpack,pack,Entails,class -> concept,2.0
backpack,hike,MannerOf,class -> concept,2.0
backpack,knapsack,Synonym,class -> concept,2.0
backpack,computer,AtLocation,concept -> class,1.0
backpack,knife,AtLocation,concept -> class,1.0
backpack,clothing,AtLocation,concept -> class,1.0
backpack,water,AtLocation,concept -> class,1.0
backpack,knapsack,RelatedTo,class -> concept,1.0
backpack,drink,AtLocation,concept -> class,1.0
backpack,underwear,AtLocation,concept -> class,1.0
