class,concept,weight
Gray crowned Rosy Finch,underparts color is red,9.70149253731
Gray crowned Rosy Finch,underparts color is buff,44.0298507463
Gray crowned Rosy Finch,breast pattern is solid,38.7596899225
Gray crowned Rosy Finch,breast pattern is spotted,13.9534883721
Gray crowned Rosy Finch,breast pattern is striped,31.007751938
Gray crowned Rosy Finch,breast pattern is multi-colored,16.2790697674
Gray crowned Rosy Finch,back color is brown,72.8
Gray crowned Rosy Finch,back color is iridescent,4.0
Gray crowned Rosy Finch,back color is rufous,1.6
Gray crowned Rosy Finch,back color is grey,30.4
Gray crowned Rosy Finch,back color is olive,3.2
Gray crowned Rosy Finch,back color is green,1.6
Gray crowned Rosy Finch,back color is orange,7.2
Gray crowned Rosy Finch,back color is black,14.4
Gray crowned Rosy Finch,back color is white,4.0
Gray crowned Rosy Finch,back color is red,4.8
Gray crowned Rosy Finch,back color is buff,45.6
Gray crowned Rosy Finch,tail shape is forked tail,2.36220472441
Gray crowned Rosy Finch,tail shape is rounded tail,11.811023622
Gray crowned Rosy Finch,tail shape is notched tail,44.8818897638
Gray crowned Rosy Finch,tail shape is fan-shaped tail,5.51181102362
Gray crowned Rosy Finch,tail shape is pointed tail,31.4960629921
Gray crowned Rosy Finch,tail shape is squared tail,3.93700787402
Gray crowned Rosy Finch,upper tail color is brown,18.8524590164
Gray crowned Rosy Finch,upper tail color is iridescent,1.6393442623
Gray crowned Rosy Finch,upper tail color is grey,45.0819672131
Gray crowned Rosy Finch,upper tail color is olive,1.6393442623
Gray crowned Rosy Finch,upper tail color is pink,1.6393442623
Gray crowned Rosy Finch,upper tail color is orange,6.55737704918
Gray crowned Rosy Finch,upper tail color is black,50.0
Gray crowned Rosy Finch,upper tail color is white,17.2131147541
Gray crowned Rosy Finch,upper tail color is red,4.91803278689
Gray crowned Rosy Finch,upper tail color is buff,31.1475409836
Gray crowned Rosy Finch,head pattern is malar,20.7142857143
Gray crowned Rosy Finch,head pattern is masked,4.28571428571
Gray crowned Rosy Finch,head pattern is eyebrow,1.42857142857
Gray crowned Rosy Finch,head pattern is eyering,33.5714285714
Gray crowned Rosy Finch,head pattern is plain,21.4285714286
Gray crowned Rosy Finch,head pattern is eyeline,7.14285714286
Gray crowned Rosy Finch,head pattern is striped,0.714285714286
Gray crowned Rosy Finch,head pattern is capped,14.2857142857
Gray crowned Rosy Finch,breast color is brown,68.6131386861
Gray crowned Rosy Finch,breast color is iridescent,2.1897810219
Gray crowned Rosy Finch,breast color is rufous,5.10948905109
Gray crowned Rosy Finch,breast color is grey,16.0583941606
Gray crowned Rosy Finch,breast color is green,2.1897810219
Gray crowned Rosy Finch,breast color is orange,12.4087591241
Gray crowned Rosy Finch,breast color is black,11.6788321168
Gray crowned Rosy Finch,breast color is white,3.6496350365
Gray crowned Rosy Finch,breast color is red,4.3795620438
Gray crowned Rosy Finch,breast color is buff,43.0656934307
Gray crowned Rosy Finch,throat color is brown,40.0
Gray crowned Rosy Finch,throat color is grey,31.724137931
Gray crowned Rosy Finch,throat color is green,1.37931034483
Gray crowned Rosy Finch,throat color is orange,6.89655172414
Gray crowned Rosy Finch,throat color is black,28.9655172414
Gray crowned Rosy Finch,throat color is white,1.37931034483
Gray crowned Rosy Finch,throat color is red,2.06896551724
Gray crowned Rosy Finch,throat color is buff,19.3103448276
Gray crowned Rosy Finch,eye color is brown,4.60526315789
Gray crowned Rosy Finch,eye color is black,93.4210526316
Gray crowned Rosy Finch,eye color is white,2.63157894737
Gray crowned Rosy Finch,eye color is red,1.97368421053
Gray crowned Rosy Finch,eye color is buff,1.97368421053
Gray crowned Rosy Finch,bill length is shorter than head,100.0
Gray crowned Rosy Finch,forehead color is blue,2.0
Gray crowned Rosy Finch,forehead color is brown,9.33333333333
Gray crowned Rosy Finch,forehead color is iridescent,1.33333333333
Gray crowned Rosy Finch,forehead color is grey,48.6666666667
Gray crowned Rosy Finch,forehead color is black,59.3333333333
Gray crowned Rosy Finch,forehead color is white,2.66666666667
Gray crowned Rosy Finch,forehead color is red,2.0
Gray crowned Rosy Finch,forehead color is buff,4.66666666667
Gray crowned Rosy Finch,under tail color is brown,26.6666666667
Gray crowned Rosy Finch,under tail color is iridescent,1.66666666667
Gray crowned Rosy Finch,under tail color is grey,41.6666666667
Gray crowned Rosy Finch,under tail color is olive,1.66666666667
Gray crowned Rosy Finch,under tail color is orange,1.66666666667
Gray crowned Rosy Finch,under tail color is black,50.0
Gray crowned Rosy Finch,under tail color is white,23.3333333333
Gray crowned Rosy Finch,under tail color is red,5.0
Gray crowned Rosy Finch,under tail color is buff,34.1666666667
Gray crowned Rosy Finch,nape color is brown,47.2602739726
Gray crowned Rosy Finch,nape color is rufous,2.05479452055
Gray crowned Rosy Finch,nape color is grey,36.9863013699
Gray crowned Rosy Finch,nape color is olive,1.3698630137
Gray crowned Rosy Finch,nape color is orange,10.2739726027
Gray crowned Rosy Finch,nape color is black,11.6438356164
Gray crowned Rosy Finch,nape color is white,6.16438356164
Gray crowned Rosy Finch,nape color is red,4.1095890411
Gray crowned Rosy Finch,nape color is buff,27.397260274
Gray crowned Rosy Finch,belly color is brown,60.3174603175
Gray crowned Rosy Finch,belly color is iridescent,4.7619047619
Gray crowned Rosy Finch,belly color is rufous,3.96825396825
Gray crowned Rosy Finch,belly color is grey,16.6666666667
Gray crowned Rosy Finch,belly color is olive,2.38095238095
Gray crowned Rosy Finch,belly color is pink,1.5873015873
Gray crowned Rosy Finch,belly color is orange,11.1111111111
Gray crowned Rosy Finch,belly color is black,7.93650793651
Gray crowned Rosy Finch,belly color is white,4.7619047619
Gray crowned Rosy Finch,belly color is red,10.3174603175
Gray crowned Rosy Finch,belly color is buff,46.0317460317
Gray crowned Rosy Finch,wing shape is rounded-wings,41.3043478261
Gray crowned Rosy Finch,wing shape is pointed-wings,27.1739130435
Gray crowned Rosy Finch,wing shape is broad-wings,5.4347826087
Gray crowned Rosy Finch,wing shape is tapered-wings,17.3913043478
Gray crowned Rosy Finch,wing shape is long-wings,13.0434782609
Gray crowned Rosy Finch,size is small (5 - 9 in),81.2949640288
Gray crowned Rosy Finch,size is medium (9 - 16 in),1.43884892086
Gray crowned Rosy Finch,size is very small (3 - 5 in),17.2661870504
Gray crowned Rosy Finch,shape is gull-like,2.14285714286
Gray crowned Rosy Finch,shape is hummingbird-like,2.14285714286
Gray crowned Rosy Finch,shape is pigeon-like,9.28571428571
Gray crowned Rosy Finch,shape is tree-clinging-like,5.0
Gray crowned Rosy Finch,shape is hawk-like,2.85714285714
Gray crowned Rosy Finch,shape is sandpiper-like,5.71428571429
Gray crowned Rosy Finch,shape is upland-ground-like,7.85714285714
Gray crowned Rosy Finch,shape is swallow-like,1.42857142857
Gray crowned Rosy Finch,shape is perching-like,63.5714285714
Gray crowned Rosy Finch,back pattern is solid,11.9047619048
Gray crowned Rosy Finch,back pattern is spotted,11.9047619048
Gray crowned Rosy Finch,back pattern is striped,54.7619047619
Gray crowned Rosy Finch,back pattern is multi-colored,21.4285714286
Gray crowned Rosy Finch,tail pattern is solid,19.3277310924
Gray crowned Rosy Finch,tail pattern is spotted,5.88235294118
Gray crowned Rosy Finch,tail pattern is striped,39.4957983193
Gray crowned Rosy Finch,tail pattern is multi-colored,35.2941176471
Gray crowned Rosy Finch,belly pattern is solid,30.9523809524
Gray crowned Rosy Finch,belly pattern is spotted,15.873015873
Gray crowned Rosy Finch,belly pattern is striped,38.0952380952
Gray crowned Rosy Finch,belly pattern is multi-colored,15.0793650794
Gray crowned Rosy Finch,primary color is brown,68.6274509804
Gray crowned Rosy Finch,primary color is iridescent,5.22875816993
Gray crowned Rosy Finch,primary color is rufous,5.22875816993
Gray crowned Rosy Finch,primary color is grey,36.6013071895
Gray crowned Rosy Finch,primary color is yellow,3.92156862745
Gray crowned Rosy Finch,primary color is olive,1.30718954248
Gray crowned Rosy Finch,primary color is pink,1.30718954248
Gray crowned Rosy Finch,primary color is orange,6.53594771242
Gray crowned Rosy Finch,primary color is black,28.7581699346
Gray crowned Rosy Finch,primary color is white,11.1111111111
Gray crowned Rosy Finch,primary color is red,5.88235294118
Gray crowned Rosy Finch,primary color is buff,40.522875817
Gray crowned Rosy Finch,leg color is brown,2.1897810219
Gray crowned Rosy Finch,leg color is grey,41.6058394161
Gray crowned Rosy Finch,leg color is black,65.6934306569
Gray crowned Rosy Finch,leg color is white,4.3795620438
Gray crowned Rosy Finch,leg color is red,2.1897810219
Gray crowned Rosy Finch,leg color is buff,9.48905109489
Gray crowned Rosy Finch,bill color is brown,6.80272108844
Gray crowned Rosy Finch,bill color is grey,26.5306122449
Gray crowned Rosy Finch,bill color is yellow,14.2857142857
Gray crowned Rosy Finch,bill color is orange,21.0884353741
Gray crowned Rosy Finch,bill color is black,21.768707483
Gray crowned Rosy Finch,bill color is white,2.72108843537
Gray crowned Rosy Finch,bill color is red,3.40136054422
Gray crowned Rosy Finch,bill color is buff,41.4965986395
Gray crowned Rosy Finch,crown color is blue,2.04081632653
Gray crowned Rosy Finch,crown color is brown,8.16326530612
Gray crowned Rosy Finch,crown color is iridescent,2.04081632653
Gray crowned Rosy Finch,crown color is grey,71.4285714286
Gray crowned Rosy Finch,crown color is orange,1.36054421769
Gray crowned Rosy Finch,crown color is black,31.2925170068
Gray crowned Rosy Finch,crown color is white,18.3673469388
Gray crowned Rosy Finch,crown color is buff,4.7619047619
Gray crowned Rosy Finch,wing pattern is solid,3.00751879699
Gray crowned Rosy Finch,wing pattern is spotted,10.5263157895
Gray crowned Rosy Finch,wing pattern is striped,55.6390977444
Gray crowned Rosy Finch,wing pattern is multi-colored,30.8270676692
Purple Finch,bill shape is hooked,1.31578947368
Purple Finch,bill shape is all-purpose,6.57894736842
Purple Finch,bill shape is cone,91.4473684211
Purple Finch,bill shape is specialized,0.657894736842
Purple Finch,wing color is brown,45.8904109589
Purple Finch,wing color is iridescent,1.3698630137
Purple Finch,wing color is rufous,20.5479452055
Purple Finch,wing color is grey,25.3424657534
Purple Finch,wing color is green,1.3698630137
Purple Finch,wing color is pink,4.1095890411
Purple Finch,wing color is orange,4.1095890411
Purple Finch,wing color is black,30.1369863014
Purple Finch,wing color is white,25.3424657534
Purple Finch,wing color is red,36.301369863
Purple Finch,wing color is buff,26.0273972603
Purple Finch,upperparts color is brown,40.1408450704
Purple Finch,upperparts color is iridescent,5.6338028169
Purple Finch,upperparts color is rufous,19.014084507
Purple Finch,upperparts color is grey,23.2394366197
Purple Finch,upperparts color is green,1.40845070423
Purple Finch,upperparts color is pink,7.74647887324
Purple Finch,upperparts color is orange,3.52112676056
Purple Finch,upperparts color is black,33.0985915493
Purple Finch,upperparts color is white,18.3098591549
Purple Finch,upperparts color is red,41.5492957746
Purple Finch,upperparts color is buff,23.2394366197
Purple Finch,underparts color is brown,6.42857142857
Purple Finch,underparts color is iridescent,4.28571428571
Purple Finch,underparts color is rufous,18.5714285714
Purple Finch,underparts color is grey,12.1428571429
Purple Finch,underparts color is yellow,1.42857142857
Purple Finch,underparts color is green,1.42857142857
Purple Finch,underparts color is pink,12.1428571429
Purple Finch,underparts color is orange,4.28571428571
Purple Finch,underparts color is black,7.85714285714
Purple Finch,underparts color is white,52.8571428571
Purple Finch,underparts color is red,57.1428571429
Purple Finch,underparts color is buff,23.5714285714
Purple Finch,breast pattern is solid,34.5864661654
Purple Finch,breast pattern is spotted,3.00751879699
Purple Finch,breast pattern is striped,27.8195488722
Purple Finch,breast pattern is multi-colored,34.5864661654
Purple Finch,back color is brown,37.6
Purple Finch,back color is iridescent,2.4
Purple Finch,back color is rufous,20.0
Purple Finch,back color is grey,20.8
Purple Finch,back color is green,1.6
Purple Finch,back color is pink,4.0
Purple Finch,back color is orange,1.6
Purple Finch,back color is black,32.0
Purple Finch,back color is white,14.4
Purple Finch,back color is red,38.4
Purple Finch,back color is buff,22.4
Purple Finch,tail shape is forked tail,3.1746031746
Purple Finch,tail shape is rounded tail,11.9047619048
Purple Finch,tail shape is notched tail,53.9682539683
Purple Finch,tail shape is fan-shaped tail,4.7619047619
Purple Finch,tail shape is pointed tail,21.4285714286
Purple Finch,tail shape is squared tail,4.7619047619
Purple Finch,upper tail color is brown,36.9565217391
Purple Finch,upper tail color is rufous,8.69565217391
Purple Finch,upper tail color is grey,23.9130434783
Purple Finch,upper tail color is green,2.17391304348
Purple Finch,upper tail color is pink,8.69565217391
Purple Finch,upper tail color is orange,2.17391304348
Purple Finch,upper tail color is black,22.8260869565
Purple Finch,upper tail color is white,25.0
Purple Finch,upper tail color is red,30.4347826087
Purple Finch,upper tail color is buff,7.60869565217
Purple Finch,head pattern is spotted,1.42857142857
Purple Finch,head pattern is malar,30.0
Purple Finch,head pattern is crested,1.42857142857
Purple Finch,head pattern is masked,2.14285714286
Purple Finch,head pattern is eyebrow,12.1428571429
Purple Finch,head pattern is eyering,20.7142857143
Purple Finch,head pattern is plain,23.5714285714
Purple Finch,head pattern is eyeline,8.57142857143
Purple Finch,head pattern is striped,2.14285714286
Purple Finch,head pattern is capped,4.28571428571
Purple Finch,breast color is brown,5.67375886525
Purple Finch,breast color is iridescent,1.41843971631
Purple Finch,breast color is rufous,19.8581560284
Purple Finch,breast color is grey,8.51063829787
Purple Finch,breast color is green,1.41843971631
Purple Finch,breast color is pink,7.80141843972
Purple Finch,breast color is orange,2.12765957447
Purple Finch,breast color is black,6.3829787234
Purple Finch,breast color is white,38.2978723404
Purple Finch,breast color is red,67.3758865248
Purple Finch,breast color is buff,14.1843971631
Purple Finch,throat color is brown,9.03225806452
Purple Finch,throat color is iridescent,1.93548387097
Purple Finch,throat color is rufous,25.1612903226
Purple Finch,throat color is grey,7.09677419355
Purple Finch,throat color is green,1.29032258065
Purple Finch,throat color is pink,3.87096774194
Purple Finch,throat color is orange,1.29032258065
Purple Finch,throat color is black,1.93548387097
Purple Finch,throat color is white,12.2580645161
Purple Finch,throat color is red,63.8709677419
Purple Finch,throat color is buff,4.51612903226
Purple Finch,eye color is brown,1.23456790123
Purple Finch,eye color is black,98.1481481481
Purple Finch,eye color is red,1.85185185185
Purple Finch,bill length is shorter than head,100.0
Purple Finch,forehead color is brown,4.43037974684
Purple Finch,forehead color is iridescent,1.89873417722
Purple Finch,forehead color is rufous,31.6455696203
Purple Finch,forehead color is grey,6.96202531646
Purple Finch,forehead color is green,1.26582278481
Purple Finch,forehead color is pink,5.69620253165
Purple Finch,forehead color is orange,3.16455696203
Purple Finch,forehead color is black,3.16455696203
Purple Finch,forehead color is white,1.26582278481
Purple Finch,forehead color is red,62.6582278481
Purple Finch,forehead color is buff,3.16455696203
Purple Finch,under tail color is brown,39.1666666667
Purple Finch,under tail color is iridescent,4.16666666667
Purple Finch,under tail color is rufous,10.0
Purple Finch,under tail color is grey,30.0
Purple Finch,under tail color is green,1.66666666667
Purple Finch,under tail color is pink,1.66666666667
Purple Finch,under tail color is orange,2.5
Purple Finch,under tail color is black,22.5
Purple Finch,under tail color is white,31.6666666667
Purple Finch,under tail color is red,15.0
Purple Finch,under tail color is buff,18.3333333333
Purple Finch,nape color is brown,21.8309859155
Purple Finch,nape color is iridescent,2.11267605634
Purple Finch,nape color is rufous,25.3521126761
Purple Finch,nape color is grey,19.7183098592
Purple Finch,nape color is green,1.40845070423
Purple Finch,nape color is pink,11.9718309859
Purple Finch,nape color is orange,1.40845070423
Purple Finch,nape color is black,6.33802816901
Purple Finch,nape color is white,7.74647887324
Purple Finch,nape color is red,52.1126760563
Purple Finch,nape color is buff,14.0845070423
Purple Finch,belly color is brown,9.09090909091
Purple Finch,belly color is iridescent,2.0979020979
Purple Finch,belly color is rufous,16.0839160839
Purple Finch,belly color is grey,8.39160839161
Purple Finch,belly color is yellow,1.3986013986
Purple Finch,belly color is green,1.3986013986
Purple Finch,belly color is pink,7.69230769231
Purple Finch,belly color is orange,5.59440559441
Purple Finch,belly color is black,5.59440559441
Purple Finch,belly color is white,46.8531468531
Purple Finch,belly color is red,45.4545454545
Purple Finch,belly color is buff,25.8741258741
Purple Finch,wing shape is rounded-wings,36.8421052632
Purple Finch,wing shape is pointed-wings,31.5789473684
Purple Finch,wing shape is broad-wings,11.5789473684
Purple Finch,wing shape is tapered-wings,20.0
Purple Finch,size is small (5 - 9 in),55.7142857143
Purple Finch,size is medium (9 - 16 in),5.71428571429
Purple Finch,size is very small (3 - 5 in),38.5714285714
Purple Finch,shape is gull-like,0.684931506849
Purple Finch,shape is hummingbird-like,0.684931506849
Purple Finch,shape is pigeon-like,6.84931506849
Purple Finch,shape is tree-clinging-like,6.84931506849
Purple Finch,shape is hawk-like,2.05479452055
Purple Finch,shape is swallow-like,5.47945205479
Purple Finch,shape is perching-like,77.397260274
Purple Finch,back pattern is solid,17.0731707317
Purple Finch,back pattern is spotted,1.62601626016
Purple Finch,back pattern is striped,46.3414634146
Purple Finch,back pattern is multi-colored,34.9593495935
Purple Finch,tail pattern is solid,37.1681415929
Purple Finch,tail pattern is striped,35.3982300885
Purple Finch,tail pattern is multi-colored,27.4336283186
Purple Finch,belly pattern is solid,15.9090909091
Purple Finch,belly pattern is spotted,4.54545454545
Purple Finch,belly pattern is striped,32.5757575758
Purple Finch,belly pattern is multi-colored,46.9696969697
Purple Finch,primary color is brown,26.1744966443
Purple Finch,primary color is iridescent,1.34228187919
Purple Finch,primary color is rufous,21.4765100671
Purple Finch,primary color is grey,15.4362416107
Purple Finch,primary color is green,2.01342281879
Purple Finch,primary color is pink,7.38255033557
Purple Finch,primary color is orange,4.02684563758
Purple Finch,primary color is black,13.4228187919
Purple Finch,primary color is white,18.7919463087
Purple Finch,primary color is red,65.7718120805
Purple Finch,primary color is buff,17.4496644295
Purple Finch,leg color is brown,16.4383561644
Purple Finch,leg color is rufous,4.79452054795
Purple Finch,leg color is grey,25.3424657534
Purple Finch,leg color is green,2.05479452055
Purple Finch,leg color is pink,4.79452054795
Purple Finch,leg color is orange,7.53424657534
Purple Finch,leg color is black,32.1917808219
Purple Finch,leg color is white,4.1095890411
Purple Finch,leg color is red,12.3287671233
Purple Finch,leg color is buff,17.1232876712
Purple Finch,bill color is brown,19.7278911565
Purple Finch,bill color is iridescent,1.36054421769
Purple Finch,bill color is purple,2.04081632653
Purple Finch,bill color is rufous,2.72108843537
Purple Finch,bill color is grey,38.0952380952
Purple Finch,bill color is pink,2.04081632653
Purple Finch,bill color is orange,0.680272108844
Purple Finch,bill color is black,12.2448979592
Purple Finch,bill color is white,6.80272108844
Purple Finch,bill color is red,7.48299319728
Purple Finch,bill color is buff,27.8911564626
Purple Finch,crown color is brown,6.45161290323
Purple Finch,crown color is rufous,29.0322580645
Purple Finch,crown color is grey,5.16129032258
Purple Finch,crown color is yellow,0.645161290323
Purple Finch,crown color is green,1.93548387097
Purple Finch,crown color is pink,7.09677419355
Purple Finch,crown color is orange,1.93548387097
Purple Finch,crown color is black,3.22580645161
Purple Finch,crown color is white,1.29032258065
Purple Finch,crown color is red,62.5806451613
Purple Finch,crown color is buff,1.93548387097
Purple Finch,wing pattern is solid,10.6382978723
Purple Finch,wing pattern is spotted,1.41843971631
Purple Finch,wing pattern is striped,40.4255319149
Purple Finch,wing pattern is multi-colored,47.5177304965
Northern Flicker,bill shape is curved (up or down),3.40136054422
Northern Flicker,bill shape is dagger,42.8571428571
Northern Flicker,bill shape is needle,3.40136054422
Northern Flicker,bill shape is hooked seabird,2.72108843537
Northern Flicker,bill shape is all-purpose,43.537414966
Northern Flicker,bill shape is cone,2.04081632653
Northern Flicker,bill shape is specialized,2.04081632653
Northern Flicker,wing color is brown,35.0
Northern Flicker,wing color is grey,29.2857142857
Northern Flicker,wing color is yellow,3.57142857143
Northern Flicker,wing color is green,1.42857142857
Northern Flicker,wing color is orange,5.71428571429
Northern Flicker,wing color is black,64.2857142857
Northern Flicker,wing color is white,12.1428571429
Northern Flicker,wing color is red,2.14285714286
Northern Flicker,wing color is buff,50.0
Northern Flicker,upperparts color is brown,41.5384615385
Northern Flicker,upperparts color is rufous,0.769230769231
Northern Flicker,upperparts color is grey,36.9230769231
Northern Flicker,upperparts color is yellow,2.30769230769
Northern Flicker,upperparts color is green,1.53846153846
Northern Flicker,upperparts color is orange,4.61538461538
Northern Flicker,upperparts color is black,68.4615384615
Northern Flicker,upperparts color is white,12.3076923077
Northern Flicker,upperparts color is buff,46.9230769231
Northern Flicker,underparts color is brown,24.6478873239
Northern Flicker,underparts color is iridescent,1.40845070423
Northern Flicker,underparts color is grey,23.9436619718
Northern Flicker,underparts color is yellow,2.81690140845
Northern Flicker,underparts color is orange,7.04225352113
Northern Flicker,underparts color is black,72.5352112676
Northern Flicker,underparts color is white,38.7323943662
Northern Flicker,underparts color is buff,57.7464788732
Northern Flicker,breast pattern is solid,15.8273381295
Northern Flicker,breast pattern is spotted,51.7985611511
Northern Flicker,breast pattern is striped,3.59712230216
Northern Flicker,breast pattern is multi-colored,28.7769784173
Northern Flicker,back color is brown,35.6589147287
Northern Flicker,back color is rufous,0.77519379845
Northern Flicker,back color is grey,27.9069767442
Northern Flicker,back color is yellow,0.77519379845
Northern Flicker,back color is orange,6.2015503876
Northern Flicker,back color is black,65.8914728682
Northern Flicker,back color is white,18.6046511628
Northern Flicker,back color is buff,53.488372093
Northern Flicker,tail shape is forked tail,10.4347826087
Northern Flicker,tail shape is rounded tail,8.69565217391
Northern Flicker,tail shape is notched tail,42.6086956522
Northern Flicker,tail shape is fan-shaped tail,7.82608695652
Northern Flicker,tail shape is pointed tail,25.2173913043
Northern Flicker,tail shape is squared tail,5.21739130435
Northern Flicker,upper tail color is brown,25.2336448598
Northern Flicker,upper tail color is grey,13.0841121495
Northern Flicker,upper tail color is yellow,5.60747663551
Northern Flicker,upper tail color is orange,1.8691588785
Northern Flicker,upper tail color is black,71.0280373832
Northern Flicker,upper tail color is white,18.691588785
Northern Flicker,upper tail color is buff,39.2523364486
Northern Flicker,head pattern is malar,5.10948905109
Northern Flicker,head pattern is crested,2.9197080292
Northern Flicker,head pattern is masked,5.10948905109
Northern Flicker,head pattern is unique pattern,2.1897810219
Northern Flicker,head pattern is eyebrow,4.3795620438
Northern Flicker,head pattern is eyering,25.5474452555
Northern Flicker,head pattern is plain,18.2481751825
Northern Flicker,head pattern is eyeline,8.02919708029
Northern Flicker,head pattern is striped,13.1386861314
Northern Flicker,head pattern is capped,18.2481751825
Northern Flicker,breast color is brown,12.0567375887
Northern Flicker,breast color is purple,2.12765957447
Northern Flicker,breast color is grey,19.1489361702
Northern Flicker,breast color is yellow,4.25531914894
Northern Flicker,breast color is orange,7.80141843972
Northern Flicker,breast color is black,69.5035460993
Northern Flicker,breast color is white,28.3687943262
Northern Flicker,breast color is buff,36.8794326241
Northern Flicker,throat color is blue,2.15827338129
Northern Flicker,throat color is brown,5.75539568345
Northern Flicker,throat color is grey,41.0071942446
Northern Flicker,throat color is yellow,1.43884892086
Northern Flicker,throat color is orange,12.9496402878
Northern Flicker,throat color is black,7.19424460432
Northern Flicker,throat color is white,15.8273381295
Northern Flicker,throat color is red,7.91366906475
Northern Flicker,throat color is buff,30.9352517986
Northern Flicker,eye color is brown,3.14465408805
Northern Flicker,eye color is grey,2.51572327044
Northern Flicker,eye color is pink,1.88679245283
Northern Flicker,eye color is black,92.4528301887
Northern Flicker,eye color is buff,1.25786163522
Northern Flicker,bill length is about the same as head,93.3774834437
Northern Flicker,bill length is longer than head,2.64900662252
Northern Flicker,bill length is shorter than head,3.97350993377
Northern Flicker,forehead color is blue,4.92957746479
Northern Flicker,forehead color is brown,18.3098591549
Northern Flicker,forehead color is rufous,1.40845070423
Northern Flicker,forehead color is grey,39.4366197183
Northern Flicker,forehead color is yellow,1.40845070423
Northern Flicker,forehead color is orange,18.3098591549
Northern Flicker,forehead color is black,3.52112676056
Northern Flicker,forehead color is white,1.40845070423
Northern Flicker,forehead color is red,1.40845070423
Northern Flicker,forehead color is buff,33.0985915493
Northern Flicker,under tail color is brown,17.8861788618
Northern Flicker,under tail color is grey,20.325203252
Northern Flicker,under tail color is yellow,9.75609756098
Northern Flicker,under tail color is orange,10.5691056911
Northern Flicker,under tail color is black,70.7317073171
Northern Flicker,under tail color is white,22.7642276423
Northern Flicker,under tail color is red,5.69105691057
Northern Flicker,under tail color is buff,26.8292682927
Northern Flicker,nape color is blue,7.09219858156
Northern Flicker,nape color is brown,7.80141843972
Northern Flicker,nape color is grey,61.7021276596
Northern Flicker,nape color is yellow,1.41843971631
Northern Flicker,nape color is orange,7.09219858156
Northern Flicker,nape color is white,5.67375886525
Northern Flicker,nape color is red,18.4397163121
Northern Flicker,nape color is buff,22.695035461
Northern Flicker,belly color is brown,20.5882352941
Northern Flicker,belly color is iridescent,1.47058823529
Northern Flicker,belly color is grey,28.6764705882
Northern Flicker,belly color is yellow,2.94117647059
Northern Flicker,belly color is orange,5.14705882353
Northern Flicker,belly color is black,63.9705882353
Northern Flicker,belly color is white,36.0294117647
Northern Flicker,belly color is buff,52.2058823529
Northern Flicker,wing shape is rounded-wings,34.5679012346
Northern Flicker,wing shape is pointed-wings,44.4444444444
Northern Flicker,wing shape is broad-wings,6.17283950617
Northern Flicker,wing shape is tapered-wings,14.8148148148
Northern Flicker,size is large (16 - 32 in),2.0979020979
Northern Flicker,size is small (5 - 9 in),65.034965035
Northern Flicker,size is medium (9 - 16 in),21.6783216783
Northern Flicker,size is very small (3 - 5 in),11.1888111888
Northern Flicker,shape is chicken-like-marsh,1.51515151515
Northern Flicker,shape is gull-like,1.51515151515
Northern Flicker,shape is hummingbird-like,8.33333333333
Northern Flicker,shape is pigeon-like,14.3939393939
Northern Flicker,shape is tree-clinging-like,23.4848484848
Northern Flicker,shape is hawk-like,3.0303030303
Northern Flicker,shape is sandpiper-like,10.6060606061
Northern Flicker,shape is upland-ground-like,6.06060606061
Northern Flicker,shape is swallow-like,3.0303030303
Northern Flicker,shape is perching-like,28.0303030303
Northern Flicker,back pattern is spotted,56.3909774436
Northern Flicker,back pattern is striped,39.8496240602
Northern Flicker,back pattern is multi-colored,3.75939849624
Northern Flicker,tail pattern is solid,6.29921259843
Northern Flicker,tail pattern is spotted,38.5826771654
Northern Flicker,tail pattern is striped,25.9842519685
Northern Flicker,tail pattern is multi-colored,29.1338582677
Northern Flicker,belly pattern is solid,0.684931506849
Northern Flicker,belly pattern is spotted,84.9315068493
Northern Flicker,belly pattern is striped,9.58904109589
Northern Flicker,belly pattern is multi-colored,4.79452054795
Northern Flicker,primary color is brown,33.3333333333
Northern Flicker,primary color is iridescent,1.36054421769
Northern Flicker,primary color is grey,33.3333333333
Northern Flicker,primary color is yellow,4.7619047619
Northern Flicker,primary color is pink,2.04081632653
Northern Flicker,primary color is orange,6.80272108844
Northern Flicker,primary color is black,37.4149659864
Northern Flicker,primary color is white,12.925170068
Northern Flicker,primary color is red,1.36054421769
Northern Flicker,primary color is buff,53.7414965986
Northern Flicker,leg color is blue,4.91803278689
Northern Flicker,leg color is brown,2.45901639344
Northern Flicker,leg color is purple,2.45901639344
Northern Flicker,leg color is grey,69.6721311475
Northern Flicker,leg color is pink,2.45901639344
Northern Flicker,leg color is black,7.37704918033
Northern Flicker,leg color is white,9.01639344262
Northern Flicker,leg color is buff,22.9508196721
Northern Flicker,bill color is blue,4.60526315789
Northern Flicker,bill color is brown,7.23684210526
Northern Flicker,bill color is iridescent,1.31578947368
Northern Flicker,bill color is grey,38.8157894737
Northern Flicker,bill color is orange,1.97368421053
Northern Flicker,bill color is black,46.7105263158
Northern Flicker,bill color is white,6.57894736842
Northern Flicker,bill color is buff,12.5
Northern Flicker,crown color is blue,4.92957746479
Northern Flicker,crown color is brown,16.9014084507
Northern Flicker,crown color is grey,54.9295774648
Northern Flicker,crown color is yellow,3.52112676056
Northern Flicker,crown color is orange,9.15492957746
Northern Flicker,crown color is black,2.11267605634
