class,concept,relation,relation_direction,weight
caterpillar,leafworm,RelatedTo,class -> concept,1.0
caterpillar,grub,RelatedTo,concept -> class,1.0
caterpillar,webworm,RelatedTo,concept -> class,1.0
caterpillar,larva,RelatedTo,concept -> class,1.0
caterpillar,cutworm,IsA,concept -> class,1.0
caterpillar,leafworm,RelatedTo,concept -> class,1.0
caterpillar,silkworm,RelatedTo,concept -> class,1.0
caterpillar,pillar,RelatedTo,class -> concept,1.0
caterpillar,larva,IsA,class -> concept,1.0
caterpillar,leafworm,Synonym,class -> concept,1.0
caterpillar,bug,RelatedTo,class -> concept,0.5270000000000001
caterpillar,legs,RelatedTo,class -> concept,0.306
caterpillar,young,RelatedTo,class -> concept,0.2970000000000001
caterpillar,silk,RelatedTo,concept -> class,0.1789999999999998
caterpillar,insect,RelatedTo,class -> concept,0.1709999999999998
caterpillar,green,RelatedTo,class -> concept,0.1549999999999998
cattle,cow,RelatedTo,concept -> class,2.076535576386786
cattle,beef,IsA,concept -> class,2.0
cattle,devon,IsA,concept -> class,2.0
cattle,limousin,RelatedTo,concept -> class,2.0
cattle,bovine,IsA,class -> concept,2.0
cattle,beef,PartOf,concept -> class,2.0
cattle,ranch,UsedFor,concept -> class,2.0
cattle,bull,IsA,concept -> class,2.0
cattle,cow,IsA,concept -> class,2.0
cattle,cow,PartOf,concept -> class,1.0
cattle,pejorative,HasContext,class -> concept,1.0
cattle,steer,RelatedTo,concept -> class,1.0
cattle,bull,RelatedTo,class -> concept,1.0
cattle,bovine,RelatedTo,concept -> class,1.0
cattle,steer,RelatedTo,class -> concept,1.0
cattle,heck,RelatedTo,concept -> class,1.0
cattle,cow,AtLocation,concept -> class,1.0
cattle,bovine,RelatedTo,class -> concept,1.0
cattle,steer,IsA,concept -> class,1.0
cattle,horse,RelatedTo,class -> concept,1.0
cattle,bull,PartOf,concept -> class,1.0
cattle,bovine,RelatedTo,concept -> class,1.0
cattle,farm,AtLocation,class -> concept,1.0
cattle,devon,RelatedTo,concept -> class,1.0
cattle,heck,RelatedTo,concept -> class,1.0
cattle,cow,RelatedTo,class -> concept,1.0
cattle,bull,RelatedTo,concept -> class,1.0
cattle,farm,RelatedTo,concept -> class,0.903
cattle,cow,RelatedTo,class -> concept,0.5510000000000002
cattle,mammal,IsA,class -> concept,0.5
cattle,bull,RelatedTo,concept -> class,0.5
cattle,ranch,RelatedTo,concept -> class,0.2759999999999998
cattle,bovine,RelatedTo,class -> concept,0.1499999999999999
chair,office,AtLocation,class -> concept,8.48528137423857
chair,sitting,RelatedTo,class -> concept,7.795126682742238
chair,seat,RelatedTo,concept -> class,7.521701935067622
chair,seat,RelatedTo,class -> concept,6.779380502671316
chair,desk,AtLocation,class -> concept,6.6332495807108
chair,furniture,RelatedTo,class -> concept,6.460959681038105
chair,cat,AtLocation,concept -> class,4.47213595499958
chair,legs,RelatedTo,class -> concept,4.07578213352971
chair,desk,RelatedTo,concept -> class,2.846752535785294
chair,human,AtLocation,concept -> class,2.82842712474619
chair,room,AtLocation,class -> concept,2.82842712474619
chair,kitchen,AtLocation,class -> concept,2.82842712474619
chair,four legs,RelatedTo,class -> concept,2.802855686616776
chair,place,RelatedTo,class -> concept,2.228901074520805
chair,leg,PartOf,concept -> class,2.0
chair,floor,AtLocation,class -> concept,2.0
chair,leg,PartOf,concept -> class,2.0
chair,four legs,HasA,class -> concept,2.0
chair,seat,IsA,class -> concept,2.0
chair,seat,UsedFor,class -> concept,2.0
chair,device,RelatedTo,class -> concept,1.666
chair,slang,HasContext,class -> concept,1.0
chair,leg,PartOf,concept -> class,1.0
chair,legs,HasA,class -> concept,1.0
chair,desk,LocatedNear,class -> concept,1.0
chair,desk,SimilarTo,concept -> class,1.0
chair,vehicle,RelatedTo,class -> concept,1.0
chair,bedroom,AtLocation,class -> concept,1.0
chair,leg,AtLocation,concept -> class,1.0
chair,show,AtLocation,class -> concept,1.0
chair,seat,RelatedTo,class -> concept,1.0
chair,building,AtLocation,class -> concept,1.0
chair,seat,RelatedTo,concept -> class,1.0
chair,rock,AtLocation,concept -> class,1.0
chair,furniture,IsA,class -> concept,1.0
chair,seat,IsA,concept -> class,1.0
chair,seat,IsA,class -> concept,1.0
chair,place,IsA,class -> concept,1.0
chair,wood,MadeOf,class -> concept,1.0
chair,furniture,RelatedTo,class -> concept,1.0
chair,sitting,UsedFor,class -> concept,1.0
chair,music,HasContext,class -> concept,1.0
chair,rail,RelatedTo,class -> concept,1.0
chair,desk,RelatedTo,class -> concept,0.778
chair,kitchen,RelatedTo,class -> concept,0.7130000000000001
chair,room,RelatedTo,class -> concept,0.7069999999999999
chair,wood,RelatedTo,class -> concept,0.5819999999999999
chimpanzee,ape,IsA,class -> concept,2.0
chimpanzee,chuman,DerivedFrom,concept -> class,1.0
chimpanzee,animal,IsA,class -> concept,1.0
chimpanzee,animal,IsA,class -> concept,1.0
chimpanzee,hominid,IsA,class -> concept,1.0
chimpanzee,zoo,AtLocation,class -> concept,1.0
chimpanzee,bonobo,IsA,concept -> class,1.0
chimpanzee,human,RelatedTo,class -> concept,1.0
chimpanzee,chuman,RelatedTo,concept -> class,1.0
chimpanzee,chimpkind,RelatedTo,concept -> class,1.0
chimpanzee,humanzee,DerivedFrom,concept -> class,1.0
chimpanzee,chimpanese,DerivedFrom,concept -> class,1.0
chimpanzee,hominid,RelatedTo,concept -> class,1.0
chimpanzee,chimpanese,DerivedFrom,concept -> class,1.0
chimpanzee,africa,RelatedTo,class -> concept,1.0
chimpanzee,humanzee,RelatedTo,concept -> class,1.0
chimpanzee,chimpkind,PartOf,class -> concept,1.0
chimpanzee,ape,PartOf,class -> concept,1.0
chimpanzee,animal,RelatedTo,class -> concept,0.5
chimpanzee,mammal,IsA,class -> concept,0.5
chimpanzee,bonobo,genus,concept -> class,0.5
clock,time,RelatedTo,class -> concept,8.685850562840695
clock,time,RelatedTo,concept -> class,6.805585940975252
clock,watch,RelatedTo,concept -> class,5.725382083319855
clock,watch,RelatedTo,class -> concept,5.569560126257728
clock,desk,AtLocation,class -> concept,4.47213595499958
clock,timepiece,RelatedTo,class -> concept,3.9744181964156713
clock,wall,RelatedTo,class -> concept,3.893070767402001
clock,hands,RelatedTo,class -> concept,3.2869438693108224
clock,device,RelatedTo,class -> concept,3.117691453623979
clock,watch,IsA,concept -> class,2.82842712474619
clock,face,RelatedTo,class -> concept,2.187235698318771
clock,timepiece,IsA,class -> concept,2.0
clock,time,RelatedTo,class -> concept,2.0
clock,machine,IsA,class -> concept,2.0
clock,tick tock,RelatedTo,concept -> class,2.0
clock,face,PartOf,concept -> class,2.0
clock,wall,AtLocation,class -> concept,2.0
clock,office,AtLocation,class -> concept,2.0
clock,time,Synonym,concept -> class,2.0
clock,round,RelatedTo,class -> concept,1.477
clock,watch,IsA,concept -> class,1.0
clock,face,HasA,class -> concept,1.0
clock,computing,HasContext,class -> concept,1.0
clock,tick tock,RelatedTo,concept -> class,1.0
clock,timepiece,RelatedTo,concept -> class,1.0
clock,odometer,RelatedTo,class -> concept,1.0
clock,timepiece,Synonym,class -> concept,1.0
clock,dial,PartOf,concept -> class,1.0
clock,face,RelatedTo,concept -> class,1.0
clock,cycle,RelatedTo,class -> concept,1.0
clock,slug,Synonym,class -> concept,1.0
clock,time,Synonym,class -> concept,1.0
clock,timepiece,RelatedTo,class -> concept,1.0
clock,slang,HasContext,class -> concept,1.0
clock,time,Synonym,concept -> class,1.0
clock,odometer,RelatedTo,class -> concept,1.0
clock,tick tock,RelatedTo,concept -> class,1.0
clock,odometer,Synonym,class -> concept,1.0
clock,store,AtLocation,class -> concept,1.0
clock,time,RelatedTo,class -> concept,1.0
clock,device,IsA,class -> concept,1.0
clock,timepiece,RelatedTo,concept -> class,0.5529999999999999
clock,machine,RelatedTo,class -> concept,0.52
cloud,sky,RelatedTo,class -> concept,10.391919938105758
cloud,sky,AtLocation,class -> concept,8.48528137423857
cloud,white,RelatedTo,class -> concept,7.706361008932816
cloud,fluffy,RelatedTo,class -> concept,6.655524021442638
cloud,rain,RelatedTo,class -> concept,5.907283639711233
cloud,water,RelatedTo,class -> concept,5.5497747702046425
cloud,cotton,RelatedTo,class -> concept,5.0091915515380325
cloud,vapor,RelatedTo,class -> concept,4.180430599830596
cloud,weather,RelatedTo,class -> concept,3.332866633995426
cloud,mist,RelatedTo,concept -> class,3.058103987767584
cloud,swarm,Synonym,class -> concept,2.0
cloud,rain,UsedFor,class -> concept,2.0
cloud,sky,PartOf,class -> concept,2.0
cloud,cumulus,IsA,concept -> class,2.0
cloud,cumulus,RelatedTo,class -> concept,1.915
cloud,rain,RelatedTo,concept -> class,1.779
cloud,vapor,RelatedTo,concept -> class,1.0
cloud,rain,RelatedTo,concept -> class,1.0
cloud,computing,HasContext,class -> concept,1.0
cloud,swarm,RelatedTo,class -> concept,1.0
cloud,mist,IsA,concept -> class,1.0
cloud,cumulus,RelatedTo,concept -> class,1.0
cloud,shade,UsedFor,class -> concept,1.0
cloud,slang,HasContext,class -> concept,1.0
cloud,weather,UsedFor,class -> concept,1.0
cloud,water,RelatedTo,class -> concept,1.0
cockroach,roach,Synonym,concept -> class,2.0
cockroach,roach,Synonym,class -> concept,2.0
cockroach,vermin,IsA,class -> concept,1.0
cockroach,roach,RelatedTo,concept -> class,1.0
cockroach,ootheca,RelatedTo,concept -> class,1.0
cockroach,arenivaga,IsA,concept -> class,1.0
cockroach,tegmen,RelatedTo,concept -> class,1.0
cockroach,scavenger,IsA,class -> concept,1.0
cockroach,roach,Synonym,concept -> class,1.0
cockroach,closet,AtLocation,class -> concept,1.0
cockroach,winged,RelatedTo,class -> concept,1.0
cockroach,straight,RelatedTo,class -> concept,1.0
cockroach,insect,RelatedTo,class -> concept,1.0
cockroach,insect,IsA,class -> concept,1.0
cockroach,roboroach,RelatedTo,concept -> class,1.0
cockroach,cupboard,AtLocation,class -> concept,1.0
cockroach,insect,IsA,class -> concept,0.5
cockroach,roach,EtymologicallyRelatedTo,class -> concept,0.25
cockroach,roach,EtymologicallyRelatedTo,concept -> class,0.25
couch,your house,AtLocation,class -> concept,4.898979485566356
couch,sleeping,UsedFor,class -> concept,2.82842712474619
couch,den,AtLocation,class -> concept,2.82842712474619
couch,frame,Synonym,class -> concept,2.0
couch,dog,AtLocation,concept -> class,2.0
couch,livingroom,AtLocation,class -> concept,2.0
couch,davenport,Synonym,class -> concept,1.0
couch,furniture,RelatedTo,class -> concept,1.0
couch,davenport,Synonym,class -> concept,1.0
couch,colour,RelatedTo,class -> concept,1.0
couch,canada,AtLocation,class -> concept,1.0
couch,archaic,HasContext,class -> concept,1.0
couch,cat,AtLocation,concept -> class,1.0
couch,room,AtLocation,class -> concept,1.0
couch,divan,RelatedTo,concept -> class,1.0
couch,divan,IsA,class -> concept,1.0
couch,divan,Synonym,concept -> class,1.0
couch,seat,RelatedTo,class -> concept,1.0
couch,furniture,UsedFor,class -> concept,1.0
couch,divan,Synonym,class -> concept,1.0
couch,furniture,RelatedTo,class -> concept,0.7640000000000002
couch,sitting,RelatedTo,class -> concept,0.6099999999999999
couch,room,RelatedTo,concept -> class,0.2999999999999998
couch,seat,RelatedTo,concept -> class,0.2519999999999998
couch,davenport,RelatedTo,class -> concept,0.177
couch,large,RelatedTo,class -> concept,0.1749999999999998
couch,room,RelatedTo,class -> concept,0.1709999999999998
crab,sand,AtLocation,class -> concept,6.6332495807108
crab,bay,AtLocation,class -> concept,4.47213595499958
crab,salad,AtLocation,class -> concept,2.82842712474619
crab,tidepools,AtLocation,class -> concept,2.82842712474619
crab,crustacean,IsA,class -> concept,2.0
crab,rowing,IsA,class -> concept,2.0
crab,animal,IsA,class -> concept,2.0
crab,steer,MannerOf,class -> concept,2.0
crab,grouch,IsA,class -> concept,2.0
crab,shellfish,IsA,class -> concept,2.0
crab,fish,MannerOf,class -> concept,2.0
crab,scurry,MannerOf,class -> concept,2.0
crab,crustacean,IsA,class -> concept,1.0
crab,crustacean,RelatedTo,class -> concept,1.0
crab,macropod,RelatedTo,concept -> class,1.0
crab,slang,HasContext,class -> concept,1.0
crab,crustacean,RelatedTo,concept -> class,1.0
crab,food,AtLocation,class -> concept,1.0
crab,rowing,HasContext,class -> concept,1.0
crab,woods,AtLocation,class -> concept,1.0
crab,tree,AtLocation,class -> concept,1.0
crab,fish,RelatedTo,class -> concept,1.0
crab,burrow,AtLocation,class -> concept,1.0
crab,shellfish,IsA,class -> concept,1.0
crab,kitchen,AtLocation,class -> concept,1.0
crab,slang,HasContext,class -> concept,1.0
crab,crustacean,IsA,class -> concept,0.5
crocodile,reptile,IsA,class -> concept,2.82842712474619
crocodile,alligator,RelatedTo,class -> concept,1.4859999999999998
crocodile,croc,Synonym,class -> concept,1.0
crocodile,caiman,RelatedTo,class -> concept,1.0
crocodile,crocoduck,RelatedTo,concept -> class,1.0
crocodile,archosaur,RelatedTo,concept -> class,1.0
crocodile,predatory,RelatedTo,class -> concept,1.0
crocodile,caiman,RelatedTo,concept -> class,1.0
crocodile,saltie,RelatedTo,concept -> class,1.0
crocodile,saltie,RelatedTo,class -> concept,1.0
crocodile,saltie,IsA,concept -> class,1.0
crocodile,alligator,RelatedTo,class -> concept,1.0
crocodile,saurian,RelatedTo,concept -> class,1.0
crocodile,crocoduck,DerivedFrom,concept -> class,1.0
crocodile,rhizodont,RelatedTo,concept -> class,1.0
crocodile,croc,RelatedTo,concept -> class,1.0
crocodile,caiman,RelatedTo,class -> concept,1.0
crocodile,gavial,RelatedTo,class -> concept,1.0
crocodile,reptile,RelatedTo,class -> concept,1.0
crocodile,gavial,RelatedTo,class -> concept,1.0
crocodile,alligator,RelatedTo,concept -> class,0.9740000000000002
crocodile,animal,RelatedTo,class -> concept,0.786
crocodile,croc,EtymologicallyRelatedTo,concept -> class,0.25
crocodile,reptile,RelatedTo,class -> concept,0.2240000000000002
crocodile,water,RelatedTo,class -> concept,0.173
crocodile,africa,RelatedTo,class -> concept,0.1320000000000001
cup,glass,RelatedTo,concept -> class,4.134247210799083
cup,drinking,UsedFor,class -> concept,3.4641016151377544
cup,mug,RelatedTo,concept -> class,2.835489375751566
cup,drink,RelatedTo,concept -> class,2.782085548648711
cup,saucer,RelatedTo,concept -> class,2.2680388003735743
cup,container,IsA,class -> concept,2.0
cup,closet,AtLocation,class -> concept,2.0
cup,drink,RelatedTo,class -> concept,2.0
cup,hold,UsedFor,class -> concept,2.0
cup,hole,IsA,class -> concept,2.0
cup,trophy,IsA,class -> concept,2.0
cup,pint,PartOf,class -> concept,2.0
cup,liquid,HasA,class -> concept,2.0
cup,liquid,RelatedTo,class -> concept,2.0
cup,kitchen,AtLocation,class -> concept,2.0
cup,drink,AtLocation,concept -> class,2.0
cup,trophy,RelatedTo,concept -> class,1.0
cup,trophy,IsA,class -> concept,1.0
cup,glass,RelatedTo,class -> concept,1.0
cup,hole,RelatedTo,concept -> class,1.0
cup,porringer,RelatedTo,concept -> class,1.0
cup,mug,RelatedTo,concept -> class,1.0
cup,trophy,RelatedTo,class -> concept,1.0
cup,pint,RelatedTo,class -> concept,1.0
cup,saucer,RelatedTo,concept -> class,1.0
cup,vessel,IsA,class -> concept,1.0
cup,canada,HasContext,class -> concept,1.0
cup,liquid,AtLocation,concept -> class,1.0
cup,trophy,UsedFor,class -> concept,1.0
cup,archaic,HasContext,class -> concept,1.0
cup,drink,RelatedTo,class -> concept,1.0
cup,vessel,RelatedTo,class -> concept,1.0
dinosaur,iguanodon,IsA,concept -> class,2.0
dinosaur,diplodocus,IsA,concept -> class,2.0
dinosaur,archosaur,IsA,class -> concept,2.0
dinosaur,titanosaur,IsA,concept -> class,2.0
dinosaur,diplodocus,RelatedTo,concept -> class,1.0
dinosaur,stegosaur,RelatedTo,concept -> class,1.0
dinosaur,saur,RelatedTo,concept -> class,1.0
dinosaur,therapod,RelatedTo,concept -> class,1.0
dinosaur,archosaur,RelatedTo,concept -> class,1.0
dinosaur,stegosaur,IsA,concept -> class,1.0
dinosaur,saur,DerivedFrom,concept -> class,1.0
dinosaur,titanosaur,RelatedTo,concept -> class,1.0
dinosaur,animal,RelatedTo,class -> concept,1.0
dinosaur,reptile,RelatedTo,class -> concept,1.0
dinosaur,jurassic,RelatedTo,class -> concept,1.0
dinosaur,pedosaur,RelatedTo,concept -> class,1.0
dinosaur,paravian,RelatedTo,concept -> class,1.0
dinosaur,iguanodon,RelatedTo,concept -> class,1.0
dinosaur,therapod,IsA,concept -> class,1.0
dinosaur,jurassic,RelatedTo,concept -> class,1.0
dinosaur,pedosaur,DerivedFrom,concept -> class,1.0
dolphin,animal,IsA,class -> concept,4.0
dolphin,grampus,IsA,concept -> class,2.0
dolphin,porpoise,IsA,concept -> class,2.0
dolphin,delphine,DerivedFrom,concept -> class,1.0
dolphin,nautical,HasContext,class -> concept,1.0
dolphin,delphine,RelatedTo,concept -> class,1.0
dolphin,fish,IsA,class -> concept,1.0
dolphin,dorado,RelatedTo,concept -> class,1.0
dolphin,porpoise,RelatedTo,concept -> class,1.0
dolphin,pod,RelatedTo,class -> concept,1.0
dolphin,fin,RelatedTo,class -> concept,1.0
dolphin,pod,RelatedTo,concept -> class,1.0
dolphin,cetacean,RelatedTo,concept -> class,1.0
dolphin,porpoise,RelatedTo,class -> concept,1.0
dolphin,dorado,Synonym,concept -> class,1.0
dolphin,fish,IsA,class -> concept,1.0
dolphin,nautical,HasContext,class -> concept,1.0
dolphin,wholphin,DerivedFrom,concept -> class,1.0
dolphin,water,AtLocation,class -> concept,1.0
dolphin,wholphin,DerivedFrom,concept -> class,1.0
dolphin,dorado,RelatedTo,class -> concept,1.0
dolphin,mammal,RelatedTo,class -> concept,1.0
dolphin,mammal,RelatedTo,concept -> class,0.1339999999999999
dolphin,fish,RelatedTo,concept -> class,0.1259999999999999
elephant,circus,AtLocation,class -> concept,4.898979485566356
elephant,tusk,RelatedTo,concept -> class,4.354767502404692
elephant,trunk,HasA,class -> concept,3.4641016151377544
elephant,africa,AtLocation,class -> concept,3.4641016151377544
elephant,zoo,AtLocation,class -> concept,2.82842712474619
elephant,tusk,PartOf,concept -> class,2.0
elephant,mammoth,IsA,concept -> class,2.0
elephant,proboscis,PartOf,concept -> class,2.0
elephant,pachyderm,IsA,class -> concept,2.0
elephant,ivory,RelatedTo,concept -> class,1.918
elephant,animal,RelatedTo,class -> concept,1.746
elephant,trunk,RelatedTo,class -> concept,1.4240000000000004
elephant,ivory,RelatedTo,concept -> class,1.0
elephant,mammoth,RelatedTo,concept -> class,1.0
elephant,trunk,RelatedTo,concept -> class,1.0
elephant,mammal,RelatedTo,class -> concept,1.0
elephant,trunk,RelatedTo,class -> concept,1.0
elephant,tusk,RelatedTo,concept -> class,1.0
elephant,mammal,IsA,class -> concept,1.0
elephant,elephas,IsA,concept -> class,1.0
elephant,bull,RelatedTo,concept -> class,1.0
elephant,animal,IsA,class -> concept,1.0
elephant,four legs,HasA,class -> concept,1.0
elephant,elephas,Synonym,class -> concept,1.0
elephant,ivory,RelatedTo,class -> concept,1.0
elephant,pachyderm,IsA,class -> concept,1.0
elephant,proboscis,RelatedTo,concept -> class,1.0
elephant,pachyderm,RelatedTo,concept -> class,1.0
elephant,cow,RelatedTo,concept -> class,1.0
elephant,elephas,RelatedTo,class -> concept,1.0
elephant,trunk,RelatedTo,concept -> class,0.7890000000000001
elephant,large,RelatedTo,class -> concept,0.641
elephant,mammal,IsA,class -> concept,0.5
elephant,mammal,RelatedTo,class -> concept,0.391
elephant,ivory,EtymologicallyRelatedTo,class -> concept,0.25
elephant,ears,RelatedTo,class -> concept,0.2120000000000002
elephant,circus,RelatedTo,class -> concept,0.1269999999999997
elephant,wax,RelatedTo,concept -> class,0.1089999999999999
elephant,doll,RelatedTo,concept -> class,0.1089999999999999
elephant,pachyderm,RelatedTo,class -> concept,0.1009999999999999
flatfish,flounder,IsA,concept -> class,2.0
flatfish,halibut,IsA,concept -> class,2.0
flatfish,flounder,IsA,concept -> class,2.0
flatfish,tonguefish,IsA,concept -> class,2.0
flatfish,sole,IsA,concept -> class,2.0
flatfish,sole,IsA,concept -> class,2.0
flatfish,halibut,IsA,concept -> class,2.0
flatfish,turbot,RelatedTo,concept -> class,1.0
flatfish,halibut,IsA,concept -> class,1.0
flatfish,sole,RelatedTo,class -> concept,1.0
flatfish,plaice,RelatedTo,concept -> class,1.0
flatfish,tonguefish,RelatedTo,concept -> class,1.0
flatfish,plaice,IsA,concept -> class,1.0
flatfish,halibut,RelatedTo,class -> concept,1.0
flatfish,flounder,RelatedTo,class -> concept,1.0
flatfish,fish,DerivedFrom,class -> concept,1.0
flatfish,sole,RelatedTo,concept -> class,1.0
flatfish,fish,RelatedTo,class -> concept,1.0
flatfish,halibut,RelatedTo,concept -> class,1.0
flatfish,turbot,IsA,concept -> class,1.0
flatfish,flat,DerivedFrom,class -> concept,1.0
flatfish,megrim,RelatedTo,concept -> class,1.0
flatfish,fish,IsA,class -> concept,1.0
flatfish,brat,RelatedTo,concept -> class,1.0
flatfish,flounder,RelatedTo,concept -> class,1.0
flatfish,scaldfish,RelatedTo,concept -> class,1.0
forest,creek,AtLocation,concept -> class,6.928203230275509
forest,birds,AtLocation,concept -> class,5.291502622129181
forest,stream,AtLocation,concept -> class,4.898979485566356
forest,ficus,AtLocation,concept -> class,4.898979485566356
forest,tree,PartOf,concept -> class,4.47213595499958
forest,tree,RelatedTo,concept -> class,3.940050761094329
forest,many trees,HasA,class -> concept,3.4641016151377544
forest,woods,RelatedTo,class -> concept,3.3093806066996887
forest,rain,AtLocation,concept -> class,2.82842712474619
forest,mammoth,AtLocation,concept -> class,2.82842712474619
forest,wood,RelatedTo,class -> concept,2.4141251003210247
forest,many trees,RelatedTo,class -> concept,2.366431913239847
forest,wood,Synonym,concept -> class,2.0
forest,land,IsA,class -> concept,2.0
forest,woods,Synonym,concept -> class,2.0
forest,wood,RelatedTo,concept -> class,1.693
forest,tree,RelatedTo,class -> concept,1.136
forest,woods,RelatedTo,concept -> class,1.0
forest,california,AtLocation,class -> concept,1.0
forest,tree,PartOf,concept -> class,1.0
forest,wild,IsA,class -> concept,1.0
forest,cycle,RelatedTo,class -> concept,1.0
forest,woods,RelatedTo,class -> concept,1.0
fox,animal,RelatedTo,class -> concept,4.262862887778588
fox,animal,IsA,class -> concept,4.0
fox,hen house,AtLocation,class -> concept,4.0
fox,england,AtLocation,class -> concept,4.0
fox,wild,AtLocation,class -> concept,3.4641016151377544
fox,four legs,HasA,class -> concept,2.82842712474619
fox,burrow,AtLocation,class -> concept,2.82842712474619
fox,meadow,AtLocation,class -> concept,2.82842712474619
fox,red,RelatedTo,class -> concept,2.1109239683134016
fox,reynard,IsA,concept -> class,2.0
fox,vixen,IsA,concept -> class,2.0
fox,fur,IsA,class -> concept,2.0
fox,dog,RelatedTo,class -> concept,1.8150000000000004
fox,canid,RelatedTo,concept -> class,1.0
fox,vixen,RelatedTo,concept -> class,1.0
fox,cub,RelatedTo,class -> concept,1.0
fox,reynard,RelatedTo,class -> concept,1.0
fox,reynard,RelatedTo,concept -> class,1.0
fox,canid,IsA,class -> concept,1.0
fox,canada,AtLocation,class -> concept,1.0
fox,fish,RelatedTo,class -> concept,1.0
fox,dress,AtLocation,class -> concept,1.0
fox,cub,RelatedTo,concept -> class,1.0
fox,bush,AtLocation,class -> concept,1.0
fox,hunt,AtLocation,class -> concept,1.0
fox,bush,RelatedTo,concept -> class,1.0
fox,bushy,RelatedTo,class -> concept,1.0
fox,vixen,IsA,concept -> class,1.0
fox,vixen,IsA,concept -> class,1.0
fox,rain,AtLocation,class -> concept,1.0
fox,coach,RelatedTo,class -> concept,1.0
fox,beer,RelatedTo,class -> concept,1.0
fox,california,AtLocation,class -> concept,1.0
fox,nautical,HasContext,class -> concept,1.0
fox,dog,RelatedTo,concept -> class,1.0
fox,fur,RelatedTo,class -> concept,1.0
fox,wild,RelatedTo,class -> concept,1.0
fox,canid,RelatedTo,class -> concept,1.0
fox,gasket,RelatedTo,class -> concept,1.0
fox,trap,AtLocation,class -> concept,1.0
fox,tail,RelatedTo,class -> concept,1.0
fox,scavenger,IsA,class -> concept,1.0
fox,slang,HasContext,class -> concept,1.0
fox,fur,RelatedTo,class -> concept,0.758
fox,wild,RelatedTo,class -> concept,0.7330000000000001
fox,tail,RelatedTo,class -> concept,0.7210000000000001
fox,small,RelatedTo,class -> concept,0.6200000000000001
girl,daughter,RelatedTo,concept -> class,8.192191404013947
girl,doll,RelatedTo,concept -> class,7.192218016717792
girl,female,RelatedTo,class -> concept,6.022624012836928
girl,chick,RelatedTo,concept -> class,5.727128425310541
girl,young,RelatedTo,class -> concept,5.027524241612367
girl,sister,RelatedTo,concept -> class,4.29790646710698
girl,dress,RelatedTo,concept -> class,3.545137514963277
girl,child,RelatedTo,class -> concept,3.0633315197673268
girl,person,RelatedTo,class -> concept,2.776328510821441
girl,gender,RelatedTo,class -> concept,2.4971984302413777
girl,miss,Synonym,concept -> class,2.0
girl,daughter,Synonym,class -> concept,2.0
girl,child,RelatedTo,concept -> class,1.992
girl,human,RelatedTo,class -> concept,1.6500000000000004
girl,lady,RelatedTo,concept -> class,1.625
girl,lady,RelatedTo,class -> concept,1.1790000000000005
girl,slang,HasContext,class -> concept,1.0
girl,child,IsA,class -> concept,1.0
girl,dog,RelatedTo,concept -> class,1.0
girl,miss,RelatedTo,concept -> class,1.0
girl,female,IsA,class -> concept,1.0
girl,pusher,RelatedTo,concept -> class,1.0
girl,female,RelatedTo,class -> concept,1.0
girl,pink,RelatedTo,concept -> class,1.0
girl,miss,RelatedTo,class -> concept,1.0
girl,daughter,RelatedTo,class -> concept,1.0
hamster,rodent,IsA,class -> concept,2.0
hamster,rodent,IsA,class -> concept,2.0
hamster,pet,RelatedTo,class -> concept,1.5919999999999996
hamster,gerbil,RelatedTo,class -> concept,1.532
hamster,rat,RelatedTo,class -> concept,1.4300000000000002
hamster,guinepig,RelatedTo,class -> concept,1.19
hamster,burrow,CapableOf,class -> concept,1.0
hamster,hammy,DerivedFrom,concept -> class,1.0
hamster,cricetinae,RelatedTo,class -> concept,1.0
hamster,pet,RelatedTo,class -> concept,1.0
hamster,rodent,IsA,class -> concept,1.0
hamster,gerbil,RelatedTo,concept -> class,1.0
hamster,hammy,RelatedTo,concept -> class,1.0
hamster,guinepig,RelatedTo,concept -> class,1.0
hamster,rodent,RelatedTo,concept -> class,1.0
hamster,animal,IsA,class -> concept,1.0
hamster,rodent,IsA,class -> concept,1.0
hamster,rodent,RelatedTo,class -> concept,0.904
hamster,mammal,IsA,class -> concept,0.5
hamster,small,RelatedTo,class -> concept,0.4359999999999999
hamster,animal,RelatedTo,class -> concept,0.391
hamster,wheel,RelatedTo,class -> concept,0.254
hamster,fur,RelatedTo,class -> concept,0.2229999999999998
hamster,furry,RelatedTo,class -> concept,0.2019999999999999
house,home,RelatedTo,concept -> class,8.983763131338671
house,room,RelatedTo,concept -> class,8.981981963909746
house,computer,AtLocation,concept -> class,8.0
house,nest,RelatedTo,concept -> class,7.049538992019265
house,door,RelatedTo,concept -> class,7.036192152009495
house,building,RelatedTo,class -> concept,6.7236894633824384
house,furniture,AtLocation,concept -> class,6.32455532033676
house,home,RelatedTo,class -> concept,6.143614571243869
house,windows,AtLocation,concept -> class,6.0
house,window,RelatedTo,concept -> class,5.790682170521881
house,bathroom,AtLocation,concept -> class,5.656854249492381
house,door,HasA,class -> concept,4.47213595499958
house,garden,RelatedTo,concept -> class,4.124075654010241
house,pet,AtLocation,concept -> class,4.0
house,wall,AtLocation,concept -> class,4.0
house,window,AtLocation,concept -> class,4.0
house,farm,RelatedTo,concept -> class,3.9603030187095536
house,wall,PartOf,concept -> class,3.4641016151377544
house,beam,AtLocation,concept -> class,3.4641016151377544
